,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate
841,Tennessee,1/28/21,717583,9417,672110,36056,10507.61044,6354257,1.312322059,93045.7622
842,Texas,1/28/21,2330272,36292,1894564,399416,8036.562159,16949139,1.557414757,58453.60932
843,Utah,1/28/21,342445,1620,297638,43187,10681.5186,2573911,0.473068668,80285.23767
844,Vermont,1/28/21,11523,172,7826,3525,1846.667169,870947,1.49266684,139577.3002
845,Virginia,1/28/21,493674,6308,38597,448769,5783.760777,5146985,1.277766299,60300.78546
846,Washington,1/28/21,307809,4243,,303566,4042.19731,4470215,1.378452222,58703.58257
847,West Virginia,1/28/21,118562,1983,93439,23140,6615.640346,1906307,1.672542636,106370.0132
848,Wisconsin,1/28/21,587580,6334,511859,69387,10091.65583,6092912,1.077980871,104645.4455
849,Wyoming,1/28/21,51430,596,49592,1242,8886.254901,625382,1.158856698,108055.6847
850,Alabama,1/29/21,455582,7566,242143,205873,9291.552328,2127308,1.660732865,43386.24792
851,Alaska,1/29/21,54063,262,,53800,7390.112707,1489766,0.48462876,203646.5289
852,Arizona,1/29/21,748260,13022,101891,633347,10280.10843,6589141,1.740304172,47031.90136
853,Arkansas,1/29/21,292563,4831,270376,17356,9694.565982,2407700,1.651268274,79783.18009
854,California,1/29/21,3293531,40497,,3253293,8335.47381,41677405,1.221728291,105479.7777
855,Colorado,1/29/21,393459,5594,20970,366895,6832.384746,5393734,1.421749153,93661.76883
856,Connecticut,1/29/21,250023,7046,9800,233177,7012.703325,5708292,2.818140731,160107.5033
857,Delaware,1/29/21,76935,1299,,75857,7900.784995,1211530,1.401182817,124417.2099
858,Florida,1/29/21,1698570,26254,,1672316,7908.514756,18819999,1.545653108,87625.61437
859,Georgia,1/29/21,899515,13986,,885529,8472.065208,6378542,1.554837885,60076.17856
860,Hawaii,1/29/21,26460,407,,25479,1828.201984,973434,1.568475951,68751.55381
861,Idaho,1/29/21,162355,1725,80252,80378,9085.0081,599636,1.062486526,33554.23558
862,Illinois,1/29/21,1120528,21146,,1099382,8842.675413,15844619,1.88714606,125038.2167
863,Indiana,1/29/21,622625,11220,403634,209066,9248.436511,6929205,1.594057418,102926.0189
864,Iowa,1/29/21,318319,4577,281179,32563,10089.12639,1246868,1.437865789,39519.50353
865,Kansas,1/29/21,276956,3767,5647,267542,9506.561943,1168723,1.36014385,40116.61633
866,Kentucky,1/29/21,358469,3668,43052,311749,8023.617664,3577417,1.023240503,80073.38496
867,Louisiana,1/29/21,397276,8801,344321,44154,8545.786283,4964052,2.215336441,106781.5008
868,Maine,1/29/21,38813,570,12379,25864,2887.416568,1376086,1.468580115,102371.2034
869,Maryland,1/29/21,350629,7076,9482,334071,5799.661907,6918308,2.018087494,114433.9098
870,Massachusetts,1/29/21,517252,14444,389717,113091,7504.559664,13395638,2.792449328,194350.8476
871,Michigan,1/29/21,608627,15410,463106,130111,6094.279712,9323727,2.531928422,93359.97301
872,Minnesota,1/29/21,459747,6236,443253,10258,8152.074462,6181070,1.356398193,109600.591
873,Mississippi,1/29/21,272662,5983,222812,43867,9161.570876,1567150,2.194291834,52656.97383
874,Missouri,1/29/21,530002,7055,,464603,7684.456746,4128988,1.489521402,67275.54278
875,Montana,1/29/21,93246,1227,88291,3728,8724.543357,944503,1.315874139,88372.23446
876,Nebraska,1/29/21,189597,1921,134492,53184,9801.293212,2075362,1.013201686,107286.6738
877,Nevada,1/29/21,276279,4218,,272061,8969.643096,2468681,1.526717557,80147.92108
878,New Hampshire,1/29/21,65134,1036,58414,5388,4768.513309,1243827,1.597828434,91477.30657
879,New Jersey,1/29/21,687269,21383,66931,598955,7737.607504,9398414,3.111299942,105811.9
880,New Mexico,1/29/21,172798,3248,101054,68496,8240.91998,2306874,1.879651385,110017.2689
881,New York,1/29/21,1395806,43278,125909,1226619,7175.066817,31649335,3.100574149,162691.7303
882,North Carolina,1/29/21,746459,9157,635543,101759,7117.21035,8810439,1.226725111,84004.27571
883,North Dakota,1/29/21,97457,1444,94966,1047,12788.592,1341601,1.4816791,176048.7992
884,Ohio,1/29/21,888590,16999,770597,106923,7601.868407,8982880,1.245793898,76848.34589
885,Oklahoma,1/29/21,384921,3471,351545,29201,9709.87657,3157187,0.903395737,79787.97419
886,Oregon,1/29/21,141729,1938,,139791,3360.309095,3133678,1.367398345,74297.61505
887,Pennsylvania,1/29/21,838016,21437,675578,141001,6545.982816,9111901,2.558065717,34724.40103
888,Rhode Island,1/29/21,114438,2324,6941,105343,10802.54984,2497271,1.882241913,235733.7112
889,South Carolina,1/29/21,435633,6942,193525,235166,8461.005991,4147778,1.593543189,80559.49505
890,South Dakota,1/29/21,107955,1768,103127,3060,12203.00703,400824,1.63771942,45308.30523
891,Tennessee,1/29/21,722491,9461,676878,36152,10579.47857,6359165,1.309497281,93117.63033
892,Texas,1/29/21,2348188,36650,1912861,398677,8098.350245,17073934,1.560777927,58883.99804
893,Utah,1/29/21,343962,1655,301462,40845,10728.83675,2586391,0.481157802,80674.51289
894,Vermont,1/29/21,11658,172,7926,3560,1868.302166,881432,1.475381712,141257.6183
895,Virginia,1/29/21,497912,6379,38947,452586,5833.412122,5180202,1.281150083,60689.9475
896,Washington,1/29/21,309801,4285,,305516,4068.356574,4495463,1.383145955,59035.14337
897,West Virginia,1/29/21,119467,2006,94891,22570,6666.138436,1922809,1.679124779,107290.8082
898,Wisconsin,1/29/21,589384,6390,513809,69185,10122.63943,6124411,1.084182808,105186.4392
899,Wyoming,1/29/21,51690,596,49785,1309,8931.178608,634985,1.153027665,109714.9245
900,Alabama,1/30/21,455582,7566,242143,205873,9291.552328,2127308,1.660732865,43386.24792
901,Alaska,1/30/21,54218,262,,53954,7411.164043,1495885,0.483252176,204482.9778
902,Arizona,1/30/21,753379,13098,102678,637603,10350.43676,6643932,1.738567175,47262.82118
903,Arkansas,1/30/21,294387,4838,271911,17638,9755.007283,2420194,1.643414961,80197.18974
904,California,1/30/21,3310949,40976,,3270247,8379.556372,41980456,1.229315221,106246.7581
905,Colorado,1/30/21,395019,5620,20970,368429,6859.474023,5426059,1.422716376,94223.08993
906,Connecticut,1/30/21,250023,7046,9800,233177,7012.703325,5708292,2.818140731,160107.5033
907,Delaware,1/30/21,77551,1301,,76470,7964.044676,1221186,1.393921419,125408.826
908,Florida,1/30/21,1713589,26360,,1687229,7978.44298,19027767,1.538291854,88592.97886
909,Georgia,1/30/21,905858,14196,,891662,8531.806635,6425042,1.567133039,60514.13794
910,Hawaii,1/30/21,26545,407,,25588,1835.90042,982906,1.5618989,69420.54084
911,Idaho,1/30/21,162683,1725,81034,79924,9103.362217,601646,1.060344351,33666.7105
912,Illinois,1/30/21,1123873,21213,,1102660,8842.675413,15952421,1.88714606,125888.9389
913,Indiana,1/30/21,624959,11262,404922,210070,9283.105615,6976408,1.59482462,103627.1696
914,Iowa,1/30/21,319110,4651,281466,32993,10114.19715,1251252,1.457491147,39658.45449
915,Kansas,1/30/21,276956,3767,5647,267542,9506.561943,1168723,1.36014385,40116.61633
916,Kentucky,1/30/21,361115,3714,43298,314103,8082.843127,3590222,1.028481232,80359.99949
917,Louisiana,1/30/21,397276,8801,344321,44154,8545.786283,4964052,2.215336441,106781.5008
918,Maine,1/30/21,39168,590,12398,26180,2913.826093,1376441,1.506331699,102397.6129
919,Maryland,1/30/21,352726,7107,9491,336128,5834.347832,6966924,2.014878404,115238.0543
920,Massachusetts,1/30/21,521360,14531,389717,117112,7564.160654,13538980,2.78713365,196430.5275
921,Michigan,1/30/21,610138,15525,481801,112812,6109.409597,9366357,2.544506325,93786.83404
922,Minnesota,1/30/21,460819,6255,444782,9782,8171.082794,6210344,1.357365907,110119.6674
923,Mississippi,1/30/21,274190,6018,222812,45360,9212.912391,1568678,2.194828404,52708.31534
924,Missouri,1/30/21,531550,7070,,465902,7705.866366,4143475,1.488554622,67511.58629
925,Montana,1/30/21,93762,1232,88822,3708,8772.822794,952960,1.313965146,89163.51197
926,Nebraska,1/30/21,190570,1920,135957,52693,9851.592839,2090962,1.007503804,108093.122
927,Nevada,1/30/21,277349,4264,,273085,9004.381596,2479193,1.537413151,80489.20249
928,New Hampshire,1/30/21,65655,1042,59082,5238,4807.05091,1254902,1.594198464,92291.81789
929,New Jersey,1/30/21,692543,21455,67296,603792,7796.984753,9403688,3.098002579,105871.2772
930,New Mexico,1/30/21,173539,3265,102298,67976,8276.259056,2328334,1.881421467,111040.7191
931,New York,1/30/21,1408698,43453,126842,1238403,7241.33746,31918685,3.084621402,164076.3097
932,North Carolina,1/30/21,752627,9287,635543,107797,7176.019948,8882652,1.23394457,84692.79994
933,North Dakota,1/30/21,97561,1447,95108,1006,12802.23919,1344399,1.483174629,176415.9609
934,Ohio,1/30/21,892781,17082,775893,105767,7637.722323,9033143,1.24565823,77278.34478
935,Oklahoma,1/30/21,387307,3504,354223,28863,9769.846683,3181931,0.906386611,80413.30098
936,Oregon,1/30/21,142416,1957,,140459,3376.59745,3162750,1.374143355,74986.89463
937,Pennsylvania,1/30/21,842475,21562,688175,132738,6580.813341,9173901,2.559363779,34864.63705
938,Rhode Island,1/30/21,114438,2333,6941,105343,10802.54984,2497271,1.882241913,235733.7112
939,South Carolina,1/30/21,439785,7014,194982,237789,8541.647487,4188261,1.594870221,81345.76906
940,South Dakota,1/30/21,108070,1775,103401,2894,12216.00639,401617,1.642453965,45397.94429
941,Tennessee,1/30/21,724742,9574,680847,34321,10612.4401,6404722,1.321021826,93784.72418
942,Texas,1/30/21,2363266,36924,1932694,393648,8150.350734,17263046,1.562414049,59536.20102
943,Utah,1/30/21,345430,1663,304074,39693,10774.62649,2598403,0.481428944,81049.19029
944,Vermont,1/30/21,11831,173,8095,3563,1896.027013,889677,1.462260164,142578.9557
945,Virginia,1/30/21,502221,6449,39192,456580,5883.895285,5210235,1.284096045,61041.8066
946,Washington,1/30/21,311597,4285,,307312,4091.941935,4524221,1.375173702,59412.79805
947,West Virginia,1/30/21,120340,2015,96518,21807,6714.850958,1936860,1.67442247,108074.8398
948,Wisconsin,1/30/21,590997,6430,515745,68822,10150.34262,6154838,1.087991986,105709.0213
949,Wyoming,1/30/21,51704,596,49981,1127,8933.597577,634985,1.152715457,109714.9245
950,Alabama,1/31/21,459639,7688,242143,209808,9374.294464,2140705,1.672616989,43659.47848
951,Alaska,1/31/21,54350,262,,54089,7429.618137,1500325,0.482051848,205089.9124
952,Arizona,1/31/21,758404,13120,103439,641845,10419.47365,6698752,1.729948682,47498.97544
953,Arkansas,1/31/21,295268,4868,273216,17184,9784.200697,2431538,1.648671715,80573.09222
954,California,1/31/21,3324264,41211,,3283336,8413.254805,42279018,1.231189821,107002.3775
955,Colorado,1/31/21,396185,5640,20970,369575,6879.721522,5452050,1.423577369,94674.42161
956,Connecticut,1/31/21,250023,7046,9800,233177,7012.703325,5708292,2.818140731,160107.5033
957,Delaware,1/31/21,78071,1305,,76981,8017.445706,1230883,1.396165029,126404.6525
958,Florida,1/31/21,1721377,26479,,1694898,8014.703784,19157510,1.538245254,89197.06019
959,Georgia,1/31/21,909445,14198,,895247,8565.590728,6452746,1.561171924,60775.06755
960,Hawaii,1/31/21,26596,410,,25663,1841.409393,987475,1.56873274,69743.2395
961,Idaho,1/31/21,162683,1725,81591,79367,9103.362217,603115,1.060344351,33748.91232
962,Illinois,1/31/21,1126301,21253,,1105048,8888.233191,16039292,1.886973376,126574.4837
963,Indiana,1/31/21,626682,11296,405459,211249,9308.698959,7014523,1.591556802,104193.3276
964,Iowa,1/31/21,319408,4901,282324,32183,10123.64226,1253688,1.534401142,39735.66355
965,Kansas,1/31/21,276956,3767,5647,267542,9506.561943,1168723,1.36014385,40116.61633
966,Kentucky,1/31/21,362881,3745,43380,315756,8122.371534,3590222,1.032018761,80359.99949
967,Louisiana,1/31/21,400626,8859,344321,47446,8617.847984,5007448,2.211289332,107714.9902
968,Maine,1/31/21,39324,590,12409,26325,2925.431405,1376597,1.500356017,102409.2182
969,Maryland,1/31/21,354473,7127,9499,337847,5863.244499,7013154,2.010590369,116002.7325
970,Massachusetts,1/31/21,524025,14577,389717,119731,7602.825853,13632898,2.781737513,197793.1384
971,Michigan,1/31/21,610138,15525,481801,112812,6109.409597,9366357,2.544506325,93786.83404
972,Minnesota,1/31/21,461807,6268,446137,9402,8188.601668,6236640,1.357276958,110585.9389
973,Mississippi,1/31/21,275001,6045,222812,46144,9240.162371,1569489,2.198173825,52735.56532
974,Missouri,1/31/21,532747,7071,,466936,7722.730108,4156792,1.48551512,67728.56643
975,Montana,1/31/21,93949,1233,89073,3643,8790.319412,956488,1.312414182,89493.60859
976,Nebraska,1/31/21,190713,1920,136686,52107,9858.985281,2100123,1.00674836,108566.7036
977,Nevada,1/31/21,278308,4270,,274038,9035.516383,2488049,1.534271383,80776.7204
978,New Hampshire,1/31/21,65949,1057,59752,4886,4831.541408,1262157,1.608950453,92825.38716
979,New Jersey,1/31/21,696829,21484,67719,607626,7845.238618,9407974,3.083109342,105919.5311
980,New Mexico,1/31/21,174064,3283,102961,67820,8301.296863,2343455,1.886087876,111761.8556
981,New York,1/31/21,1419907,43634,127798,1248475,7298.956731,32161751,3.073018162,165325.7776
982,North Carolina,1/31/21,757526,9335,635543,112648,7222.7301,8943621,1.232300938,85274.1168
983,North Dakota,1/31/21,97629,1447,95227,955,12811.16235,1345999,1.482141577,176625.9176
984,Ohio,1/31/21,895792,17154,779888,104729,7663.481363,9074070,1.24749942,77628.47439
985,Oklahoma,1/31/21,390197,3547,356386,29539,9842.680171,3184813,0.910720154,80486.13447
986,Oregon,1/31/21,142416,1957,,140459,3376.59745,3162750,1.374143355,74986.89463
987,Pennsylvania,1/31/21,846046,21617,688175,136254,6608.707444,9228711,2.555062018,34997.49141
988,Rhode Island,1/31/21,114438,2341,6941,105343,10802.54984,2497271,1.882241913,235733.7112
989,South Carolina,1/31/21,443386,7042,196661,239683,8611.587282,4227525,1.588232375,82108.36725
990,South Dakota,1/31/21,108250,1778,103639,2833,12236.35322,402613,1.642494226,45510.53005
991,Tennessee,1/31/21,727861,9650,683295,34916,10658.1118,6437840,1.325802591,94269.67302
992,Texas,1/31/21,2376344,37074,1947493,391777,8195.453692,17399120,1.560127658,60005.48837
993,Utah,1/31/21,346624,1665,306385,38574,10811.86965,2607358,0.480347581,81328.51397
994,Vermont,1/31/21,11965,174,8254,3537,1917.501751,897351,1.454241538,143808.7851
995,Virginia,1/31/21,504779,6464,40322,457993,5913.864172,5234155,1.280560404,61322.04732
996,Washington,1/31/21,311597,4285,,307312,4091.941935,4548239,1.375173702,59728.20629
997,West Virginia,1/31/21,121001,2024,97782,21195,6751.734093,1945579,1.672713449,108561.3513
998,Wisconsin,1/31/21,592140,6434,517169,68537,10169.97359,6177575,1.086567366,106099.5281
999,Wyoming,1/31/21,51912,596,50003,1313,8969.536543,634985,1.148096779,109714.9245
1000,Alabama,2/1/21,460860,7688,242143,211029,9399.196645,2144425,1.668185566,43735.34753
1001,Alaska,2/1/21,54457,262,,54197,7444.381412,1507662,0.48109587,206092.8583
1002,Arizona,2/1/21,762145,13124,104102,644919,10470.87007,6726250,1.721982038,47636.6508
1003,Arkansas,2/1/21,296494,4895,274904,16695,9824.826264,2438501,1.650960896,80803.82291
1004,California,2/1/21,3342647,41702,,3301245,8459.779648,42569193,1.23859923,107736.7705
1005,Colorado,2/1/21,397101,5641,21043,370417,6895.627791,5467870,1.420545403,94949.13467
1006,Connecticut,2/1/21,253954,7119,9800,237035,7122.960929,5810473,2.803263583,162973.4997
1007,Delaware,2/1/21,78495,1308,,77394,8060.988083,1236920,1.402637111,127024.6179
1008,Florida,2/1/21,1727107,26685,,1700422,8041.382572,19217006,1.545069298,89474.07262
1009,Georgia,2/1/21,912479,14242,,898237,8594.1664,6474133,1.560803043,60976.50061
1010,Hawaii,2/1/21,26692,410,,25747,1847.342133,993306,1.563694755,70155.07051
1011,Idaho,2/1/21,163165,1735,81591,79839,9130.333816,603115,1.06334079,33748.91232
1012,Illinois,2/1/21,1128613,21273,,1107340,8906.478398,16100555,1.884879937,127057.9422
1013,Indiana,2/1/21,628391,11331,407664,210738,9334.084349,7039744,1.589615383,104567.9589
1014,Iowa,2/1/21,320187,4906,283036,32245,10148.33268,1255188,1.532229603,39783.20608
1015,Kansas,2/1/21,279008,3797,5715,269496,9576.997193,1177617,1.360892878,40421.9044
1016,Kentucky,2/1/21,364498,3780,43492,317226,8158.564873,3621461,1.037042727,81059.22255
1017,Louisiana,2/1/21,401591,8912,344321,48358,8638.606056,5018961,2.219173238,107962.6458
1018,Maine,2/1/21,39543,595,12422,26526,2941.723478,1408036,1.504691096,104748.0606
1019,Maryland,2/1/21,355636,7154,9501,338981,5882.481375,7038562,2.011607374,116422.9996
1020,Massachusetts,2/1/21,526423,14607,389717,122099,7637.617278,13721200,2.77476478,199074.2695
1021,Michigan,2/1/21,612710,15536,481801,115373,6135.163445,9416174,2.53562044,94285.65964
1022,Minnesota,2/1/21,462528,6270,447420,8838,8201.38619,6255856,1.355593607,110926.6704
1023,Mississippi,2/1/21,275706,6056,222812,46838,9263.850701,1603336,2.196542694,53872.84037
1024,Missouri,2/1/21,534394,7074,,467723,7735.601949,4165512,1.48367515,67870.64549
1025,Montana,2/1/21,94070,1234,89218,3618,8801.640752,958978,1.311789093,89726.58494
1026,Nebraska,2/1/21,190950,1920,136972,52058,9871.237092,2102977,1.005498822,108714.2423
1027,Nevada,2/1/21,279146,4278,,274868,9062.722797,2496070,1.532531364,81037.12929
1028,New Hampshire,2/1/21,66289,1059,60337,4662,4858.238258,1267372,1.603136638,93208.92454
1029,New Jersey,2/1/21,700346,21513,68012,610821,7884.834709,9567658,3.071767384,107717.331
1030,New Mexico,2/1/21,174550,3295,104125,67130,8324.474719,2354900,1.887711258,112307.6798
1031,New York,2/1/21,1428839,43805,128354,1256680,7344.871204,32336789,3.06577578,166225.5512
1032,North Carolina,2/1/21,761302,9342,683697,68263,7258.732863,8989114,1.227108296,85707.87572
1033,North Dakota,2/1/21,97680,1447,95308,925,12817.85472,1346554,1.481367731,176698.7463
1034,Ohio,2/1/21,899079,17224,786249,101600,7691.601578,9104857,1.249055978,77891.85652
1035,Oklahoma,2/1/21,391611,3564,358040,29264,9877.959682,3186209,0.911816777,80521.41398
1036,Oregon,2/1/21,143373,1958,,141415,3399.287343,3162750,1.365668571,74986.89463
1037,Pennsylvania,2/1/21,849966,21651,693783,134532,6639.327686,9264604,2.547278362,35093.9686
1038,Rhode Island,2/1/21,115956,2352,7054,106729,10945.84377,2545504,1.873986685,240286.7389
1039,South Carolina,2/1/21,445916,7283,197810,240823,8660.725766,4258793,1.633267252,82715.66453
1040,South Dakota,2/1/21,108315,1778,103709,2828,12243.70068,402883,1.641508563,45541.05028
1041,Tennessee,2/1/21,729187,9753,685162,34272,10677.5285,6447858,1.337516988,94416.36719
1042,Texas,2/1/21,2412627,37245,1974572,400810,8320.585258,17504358,1.54375293,60368.42957
1043,Utah,2/1/21,347208,1668,307848,37692,10830.08573,2613818,0.480403677,81530.01381
1044,Vermont,2/1/21,12083,175,8268,3640,1936.412341,908823,1.448315816,145647.279
1045,Virginia,2/1/21,507640,6474,40511,460655,5947.38293,5261801,1.275313214,61645.94092
1046,Washington,2/1/21,313335,4318,,309017,4114.765631,4548239,1.378077776,59728.20629
1047,West Virginia,2/1/21,121425,2028,98782,20615,6775.392867,1950731,1.67016677,108848.8277
1048,Wisconsin,2/1/21,592921,6436,518801,67684,10183.38722,6160773,1.085473444,105810.9547
1049,Wyoming,2/1/21,52057,596,50317,1144,8994.590149,651791,1.144898861,112618.7239
1050,Alabama,2/2/21,462938,7894,242143,212901,9441.57726,2133836,1.705195944,43519.38587
1051,Alaska,2/2/21,54596,279,,54315,7462.835506,1511785,0.51104517,206656.46
1052,Arizona,2/2/21,765083,13362,104681,647040,10511.23433,6754669,1.74647718,47768.32236
1053,Arkansas,2/2/21,298004,4939,276704,16361,9874.862648,2446230,1.657360304,81059.9363
1054,California,2/2/21,3355781,42157,,3313879,8493.019995,42851891,1.248651208,108452.2402
1055,Colorado,2/2/21,398037,5650,21127,371260,6911.881357,5482105,1.41946603,95196.32433
1056,Connecticut,2/2/21,256522,7133,9800,239589,7194.988791,5869595,2.780658189,164631.7674
1057,Delaware,2/2/21,78696,1316,,77588,8081.629635,1243589,1.407949578,127709.4861
1058,Florida,2/2/21,1737640,26822,,1710818,8090.424052,19326910,1.543587855,89985.78388
1059,Georgia,2/2/21,917440,14450,,902990,8640.891486,6494048,1.57503488,61164.06966
1060,Hawaii,2/2/21,26734,410,,25809,1851.72106,995847,1.559996949,70334.53589
1061,Idaho,2/2/21,163656,1741,82721,79194,9157.809033,605237,1.063816786,33867.65451
1062,Illinois,2/2/21,1130917,21336,,1109581,8924.660473,16161454,1.8866106,127538.5282
1063,Indiana,2/2/21,629903,11371,409565,210284,9356.543511,7067175,1.596118767,104975.4175
1064,Iowa,2/2/21,321274,4919,286315,30040,10182.78517,1256662,1.531091841,39829.92453
1065,Kansas,2/2/21,279155,3797,5715,269643,9582.042993,1177617,1.360176246,40421.9044
1066,Kentucky,2/2/21,366929,3812,43714,319403,8212.977987,3626864,1.038893083,81180.15799
1067,Louisiana,2/2/21,404194,8953,344321,50920,8694.599072,5062438,2.215025458,108897.8776
1068,Maine,2/2/21,39960,618,12440,26902,2972.745371,1412247,1.546546547,105061.3296
1069,Maryland,2/2/21,356541,7188,9502,339851,5897.450742,7052264,2.016037426,116649.6407
1070,Massachusetts,2/2/21,528662,14652,389717,124293,7670.101848,13782465,2.771525095,199963.1339
1071,Michigan,2/2/21,614143,15609,481801,116733,6149.512304,9434957,2.541590476,94473.73683
1072,Minnesota,2/2/21,463132,6278,448595,8259,8212.096108,6264836,1.35555306,111085.9006
1073,Mississippi,2/2/21,276531,6132,222812,47587,9291.571087,1604161,2.217472905,53900.56076
1074,Missouri,2/2/21,536176,7340,,468710,7756.017667,4173283,1.535649763,67997.26205
1075,Montana,2/2/21,94384,1249,89542,3593,8831.0201,962452,1.323317511,90051.62906
1076,Nebraska,2/2/21,191437,1929,137446,52062,9896.412753,2110148,1.007642201,109084.95
1077,Nevada,2/2/21,279957,4324,,275633,9089.052632,2503320,1.544522909,81272.50698
1078,New Hampshire,2/2/21,66656,1059,61096,3903,4858.238258,1267372,1.603136638,93208.92454
1079,New Jersey,2/2/21,703496,21584,68267,613645,7920.298935,9570808,3.068105576,107752.7952
1080,New Mexico,2/2/21,174982,3310,105568,66104,8345.077257,2365894,1.891623138,112831.9954
1081,New York,2/2/21,1436788,43982,128889,1263917,7385.732617,32486988,3.061133584,166997.6412
1082,North Carolina,2/2/21,764228,9409,683697,71122,7286.63119,9019271,1.231177083,85995.41155
1083,North Dakota,2/2/21,97797,1447,95491,859,12833.2078,1348204,1.479595489,176915.2641
1084,Ohio,2/2/21,902736,17297,793766,97634,7722.887134,9146476,1.255738112,78247.90617
1085,Oklahoma,2/2/21,392923,3602,360702,27860,9910.712007,3214634,0.918493283,81239.76648
1086,Oregon,2/2/21,143978,1981,,141997,3413.631528,3202207,1.375904652,75922.3963
1087,Pennsylvania,2/2/21,854197,21775,697400,135022,6672.377238,9306907,2.549177766,35206.38082
1088,Rhode Island,2/2/21,116191,2366,7096,106909,10968.02695,2553744,1.881384961,241064.5663
1089,South Carolina,2/2/21,447904,7318,199045,241541,8699.337349,4284337,1.63383225,83211.78842
1090,South Dakota,2/2/21,108431,1779,104052,2600,12256.81308,403407,1.640674715,45600.28214
1091,Tennessee,2/2/21,731360,9900,688963,32497,10709.34787,6458818,1.353642529,94576.85512
1092,Texas,2/2/21,2431687,37619,1993704,400364,8386.318733,17605821,1.547032986,60718.35169
1093,Utah,2/2/21,348409,1685,309977,36747,10867.54724,2623440,0.483627002,81830.1425
1094,Vermont,2/2/21,12196,176,8581,3439,1954.521634,886121,1.443096097,142009.0739
1095,Virginia,2/2/21,510380,6517,40673,463190,5979.484083,5281726,1.276891728,61879.37722
1096,Washington,2/2/21,314692,4316,,310376,4132.585973,4597590,1.371499752,60376.29156
1097,West Virginia,2/2/21,121935,2031,99857,20047,6803.850354,1959437,1.66564153,109334.6137
1098,Wisconsin,2/2/21,594217,6480,520325,67412,10205.64595,6204596,1.090510706,106563.6124
1099,Wyoming,2/2/21,52128,624,50431,1073,9006.857777,647149,1.197053407,111816.6629
1100,Alabama,2/3/21,465056,8203,242143,214710,9484.773673,2139919,1.763873598,43643.44809
1101,Alaska,2/3/21,54820,279,,54541,7493.729026,1520206,0.508938344,207807.5853
1102,Arizona,2/3/21,767379,13576,105379,648424,10542.77835,6795188,1.769138848,47939.09421
1103,Arkansas,2/3/21,300430,4985,278882,16563,9955.25223,2480443,1.659288353,82193.64147
1104,California,2/3/21,3368281,42762,,3325797,8524.655776,43067233,1.261296192,108997.2412
1105,Colorado,2/3/21,399267,5664,21207,372396,6933.240211,5514198,1.418599584,95753.61677
1106,Connecticut,2/3/21,257004,7157,9800,240047,7208.508039,5882444,2.78478156,164992.1591
1107,Delaware,2/3/21,78982,1318,,77852,8111.000201,1249291,1.43070573,128295.0489
1108,Florida,2/3/21,1744619,27019,,1717600,8122.918164,19406606,1.548704903,90356.84719
1109,Georgia,2/3/21,922364,14587,,907777,8687.268088,6524223,1.581479763,61448.27234
1110,Hawaii,2/3/21,26814,414,,25873,1856.523754,978901,1.571178574,69137.67629
1111,Idaho,2/3/21,164163,1748,83336,79079,9186.179574,607115,1.064795356,33972.74302
1112,Illinois,2/3/21,1134231,21420,,1112811,8950.812989,16258348,1.888504194,128303.1697
1113,Indiana,2/3/21,631331,11408,411314,209926,9377.754942,7096324,1.59836916,105408.3951
1114,Iowa,2/3/21,322308,4975,288259,29074,10215.55782,1260185,1.543554612,39941.58608
1115,Kansas,2/3/21,281322,3872,5810,271640,9656.425638,1186849,1.376358763,40738.79438
1116,Kentucky,2/3/21,369510,3863,44073,321574,8270.748553,3635689,1.045438554,81377.68812
1117,Louisiana,2/3/21,406235,9006,363457,33772,8738.502932,5089529,2.216943395,109480.6309
1118,Maine,2/3/21,40233,627,12467,27139,2993.054667,1422632,1.558422191,105833.9012
1119,Maryland,2/3/21,357483,7220,9511,340752,5913.032115,7066871,2.01967646,116891.2513
1120,Massachusetts,2/3/21,531117,14708,389717,126692,7705.720259,13874158,2.769257998,201293.4633
1121,Michigan,2/3/21,615860,15644,481801,118415,6166.7049,9475374,2.540187705,94878.43873
1122,Minnesota,2/3/21,463766,6302,449707,7757,8223.337977,6281780,1.35887495,111386.3458
1123,Mississippi,2/3/21,277322,6158,222812,48352,9318.149058,1604952,2.220523435,53927.13873
1124,Missouri,2/3/21,537804,7415,,469843,7775.700179,4185641,1.547478354,68198.61675
1125,Montana,2/3/21,94810,1303,90086,3421,8870.878704,970527,1.374327603,90807.16482
1126,Nebraska,2/3/21,192042,1931,137684,52427,9927.688471,2132924,1.005509212,110262.3645
1127,Nevada,2/3/21,280707,4373,,276334,9113.402048,2511160,1.557852138,81527.03954
1128,New Hampshire,2/3/21,67041,1076,61564,4081,4906.99862,1281021,1.612685661,94212.7408
1129,New Jersey,2/3/21,705807,21693,68429,615685,7946.317293,9603984,3.073503096,108126.3067
1130,New Mexico,2/3/21,175652,3338,107645,64669,8377.030268,2376514,1.900348416,113338.4744
1131,New York,2/3/21,1443942,44148,129378,1270416,7422.507375,32613477,3.057463527,167647.8512
1132,North Carolina,2/3/21,776307,9578,683697,83032,7401.799986,9102350,1.23379024,86787.53908
1133,North Dakota,2/3/21,97936,1447,95601,888,12851.44778,1351985,1.477495507,177411.418
1134,Ohio,2/3/21,906727,17380,799819,95478,7757.030054,9165199,1.260577881,78408.08103
